time,adp,asa,asp,aspp,atp,hs,hsp,nadp,nadph,phos,thr
0.,0.,0.,2.,0.,10.,0.,0.,0.,2.,0.,2.
1.,0.037626698684572,0.018846866894527477,1.9708135257491433,0.004822041759497353,9.96237330131542,0.005359341163115149,0.00015309226246748206,0.0320486533436548,1.9679513466563459,0.032651564662607144,2.000005132171245
2.,0.07515863122754489,0.031864391964136256,1.942636585398415,0.0052451534509707015,9.92484136877245,0.019022652560517782,0.0011480789167523581,0.0766616265167106,1.9233383734832898,0.0687653988598218,2.0000831377092045
3.,0.11321675181209143,0.03957591281791876,1.915326367242005,0.005426730292521318,9.886783248187902,0.03597387059345811,0.0033175883005984942,0.12527907679162373,1.8747209232083768,0.10447243321897162,2.000379530753495
4.,0.15195501363340652,0.04422137291784087,1.8888581379181468,0.005480040884057073,9.84804498636659,0.05375529672840146,0.0066326618616376586,0.17548109340369794,1.8245189065963028,0.13984231088771176,2.0010524896899136
5.,0.19136843421710698,0.04700764188352456,1.8632073861919014,0.0054603336381502145,9.808631565782886,0.07115881787741526,0.010928289245523413,0.22599836534032497,1.7740016346596756,0.17497981133343332,2.0022375311634826
6.,0.23138116382011928,0.048629591144288865,1.8383503755839399,0.005398933682449181,9.768618836179872,0.08758156018526296,0.016003402015490074,0.27612092321457726,1.7238790767854237,0.20997882812217997,2.004036137388567
7.,0.27188866748341434,0.04950561537586839,1.8142644033452875,0.0053142503742701795,9.728111332516576,0.1027366600758719,0.02166340351719934,0.32543963294483375,1.674560367055167,0.2449110135919448,2.0065156673115014
8.,0.31277843871161154,0.049895385437864176,1.7909278083859101,0.005217352124570536,9.687221561288382,0.1165092069541321,0.02773625130898992,0.373717027146108,1.6262829728538928,0.27982483527805113,2.0097139957885317
9.,0.353940063078529,0.04996360613837535,1.7683199100295877,0.005114990171800468,9.646059936921468,0.12887952055211832,0.03407645670947519,0.42081747681875364,1.5791825231812473,0.31474861619725353,2.0136455163986424
10.,0.3952698573558568,0.04981647957509557,1.7464209381436637,0.005011312189854402,9.60473014264414,0.13988047459186398,0.04056387749296376,0.46666735311655416,1.5333326468834465,0.3496946676730389,2.0183069180065583
11.,0.4366727174541914,0.049523377670022344,1.7252119725165391,0.004908864648127703,9.563327282545803,0.14957309519457776,0.04710058265386136,0.5112314176676385,1.4887685823323622,0.3846632701522027,2.0236821073168705
